accident_severity,time,day_of_week,road_surface_type,light_conditions,weather_conditions,type_of_collision,area_accident_occured
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,8:35:00,Wednesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Unknown
2.0,18:20:00,Tuesday,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,16:20:00,Wednesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision, Church areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,7:40:00,Monday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
0.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with roadside objects,Unknown
2.0,19:55:00,Sunday,Asphalt roads,Daylight,Raining,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,13:22:00,Sunday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,8:01:00,Monday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,18:30:00,Monday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,1:56:00,Saturday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,23:40:00,Tuesday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,19:41:00,Thursday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,18:45:00,Wednesday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - no lighting,Raining,Vehicle with vehicle collision,Unknown
2.0,19:31:00,Wednesday,Asphalt roads,Darkness - no lighting,Raining,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,12:48:00,Sunday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with pedestrians,Unknown
2.0,16:30:00,Tuesday,Asphalt roads,Daylight,Raining,Collision with pedestrians, Church areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Unknown
2.0,22:05:00,Thursday,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with roadside objects,Unknown
2.0,12:48:00,Sunday,Asphalt roads,Daylight,Raining,Collision with roadside objects,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,4:00:00,Friday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - no lighting,Raining,Vehicle with vehicle collision,Unknown
2.0,19:31:00,Wednesday,Asphalt roads,Darkness - no lighting,Raining,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,6:03:00,Friday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,14:00:00,Sunday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,8:35:00,Saturday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,9:05:00,Friday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,  Recreational areas
2.0,Unknown,Unknown,Unknown,Darkness - lights lit,Raining,Collision with pedestrians,Unknown
2.0,0:54:00,Friday,,Darkness - lights lit,Raining,Collision with pedestrians,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with animals,Unknown
2.0,22:45:00,Monday,Asphalt roads,Darkness - lights lit,Raining,Collision with animals,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Unknown
2.0,11:10:00,Sunday,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,School areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with roadside objects,Unknown
2.0,7:58:00,Monday,Asphalt roads,Daylight,Raining,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,18:35:00,Wednesday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,15:08:00,Monday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
1.0,Unknown,Unknown,Gravel roads,Daylight,Raining,Collision with pedestrians,Unknown
2.0,14:00:00,Wednesday,Gravel roads,Daylight,Raining,Collision with pedestrians, Church areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Unknown
1.0,Unknown,Unknown,Asphalt roads,Darkness - no lighting,Raining,Collision with pedestrians,Unknown
2.0,21:25:00,Tuesday,Asphalt roads,Darkness - no lighting,Raining,Collision with pedestrians,Residential areas
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Unknown
2.0,20:40:00,Monday,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,17:06:00,Thursday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,School areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,0:35:00,Friday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision, Outside rural areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,18:00:00,Monday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Residential areas
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,19:41:00,Thursday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,13:22:00,Sunday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,17:13:00,Tuesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,  Market areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,18:07:00,Monday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,19:08:00,Wednesday,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,7:35:00,Thursday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Rural village areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,19:08:00,Wednesday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision, Church areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,6:20:00,Friday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Unknown
2.0,20:00:00,Friday,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Unknown
2.0,19:30:00,Monday,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with roadside objects,Unknown
2.0,17:46:00,Friday,Asphalt roads,Daylight,Raining,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with roadside objects,Unknown
2.0,9:47:00,Saturday,Asphalt roads,Daylight,Raining,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with roadside-parked vehicles,Unknown
2.0,7:35:00,Wednesday,Asphalt roads,Daylight,Raining,Collision with roadside-parked vehicles,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Rollover,Unknown
2.0,21:55:00,Saturday,Asphalt roads,Darkness - lights lit,Raining,Rollover,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,18:45:00,Wednesday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,17:25:00,Monday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,5:57:00,Friday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,19:00:00,Tuesday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision, Church areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,13:16:00,Wednesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
1.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,13:43:00,Tuesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,14:28:00,Saturday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,9:07:00,Thursday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,12:07:00,Wednesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with roadside objects,Unknown
2.0,12:30:00,Saturday,Asphalt roads,Daylight,Raining,Collision with roadside objects, Church areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,17:20:00,Saturday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision, Church areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with pedestrians,Unknown
2.0,9:09:00,Monday,Asphalt roads,Daylight,Raining,Collision with pedestrians,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with roadside objects,Unknown
2.0,14:00:00,Sunday,Asphalt roads,Daylight,Raining,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,12:36:00,Tuesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,6:12:00,Saturday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,7:45:00,Wednesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision, Church areas
1.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,20:55:00,Friday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision, Industrial areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,9:00:00,Wednesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,14:04:00,Saturday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Earth roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,16:00:00,Wednesday,Earth roads,Daylight,Raining,Vehicle with vehicle collision, Hospital areas
2.0,Unknown,Unknown,Earth roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,14:00:00,Sunday,Earth roads,Daylight,Raining,Vehicle with vehicle collision, Hospital areas
1.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,13:00:00,Thursday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with animals,Unknown
2.0,19:50:00,Monday,Asphalt roads,Darkness - lights lit,Raining,Collision with animals,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,18:00:00,Sunday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Gravel roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,17:20:00,Monday,Gravel roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Unknown
2.0,9:25:00,Tuesday,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,19:15:00,Thursday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,12:05:00,Tuesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,19:29:00,Friday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,11:05:00,Monday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Unknown
2.0,18:45:00,Tuesday,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with roadside objects,Unknown
2.0,19:50:00,Friday,Asphalt roads,Daylight,Raining,Collision with roadside objects,  Recreational areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,7:58:00,Monday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
1.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,12:48:00,Sunday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Unknown
2.0,18:45:00,Tuesday,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,13:00:00,Saturday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
1.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,14:00:00,Wednesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,11:30:00,Wednesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,18:09:00,Monday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision, Industrial areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,17:35:00,Tuesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,20:35:00,Monday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,11:30:00,Wednesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads with some distress,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,22:30:00,Sunday,Asphalt roads with some distress,Darkness - lights lit,Raining,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,8:47:00,Thursday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
0.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with roadside objects,Unknown
2.0,16:25:00,Sunday,Asphalt roads,Daylight,Raining,Collision with roadside objects,Office areas
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Unknown
2.0,19:17:00,Monday,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,15:40:00,Thursday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,8:47:00,Tuesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Earth roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,16:28:00,Tuesday,Earth roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,8:50:00,Friday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,18:20:00,Tuesday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with pedestrians,Unknown
2.0,14:39:00,Saturday,Asphalt roads,Daylight,Raining,Collision with pedestrians,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Unknown
2.0,19:10:00,Friday,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,School areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with roadside objects,Unknown
2.0,17:46:00,Friday,Asphalt roads,Daylight,Raining,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Unknown
2.0,22:30:00,Friday,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with roadside objects,Unknown
2.0,12:48:00,Sunday,Asphalt roads,Daylight,Raining,Collision with roadside objects,Office areas
2.0,20:20:00,Thursday,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
1.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with pedestrians,Unknown
1.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Gravel roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
0.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,13:57:00,Monday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,8:20:00,Sunday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,5:49:00,Tuesday,Asphalt roads,Daylight,Raining,Collision with pedestrians,Office areas
2.0,10:40:00,Monday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision, Church areas
2.0,12:39:00,Tuesday,Gravel roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,20:40:00,Thursday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other
2.0,12:29:00,Tuesday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other
2.0,23:10:00,Friday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,14:35:00,Tuesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,12:34:00,Monday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,19:29:00,Friday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with roadside objects,Unknown
2.0,17:25:00,Friday,Asphalt roads,Daylight,Raining,Collision with roadside objects, Church areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
1.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,7:35:00,Monday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,  Recreational areas
2.0,Unknown,Unknown,Other,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights unlit,Raining,Collision with pedestrians,Unknown
2.0,18:15:00,Monday,Asphalt roads,Darkness - lights unlit,Raining,Collision with pedestrians, Church areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with pedestrians,Unknown
2.0,17:48:00,Tuesday,Asphalt roads,Darkness - lights lit,Raining,Collision with pedestrians,Other
1.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with pedestrians,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,10:04:00,Wednesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with roadside objects,Unknown
0.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,12:48:00,Sunday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Rollover,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads with some distress,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,13:22:00,Sunday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,8:15:00,Monday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with roadside objects,Unknown
1.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with pedestrians,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,8:15:00,Monday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Gravel roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Gravel roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Unknown
1.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
